,Tweet,Message,Match,Polarity
666,667,Police in Canada have launched a murder investigation into the deaths of Australian Lucas Fowler and his American girlfriend Chynna Deese after their bodies were found near a highway  7NEWS ,['murder'],NEGATIVE
667,668,Class action victory for National Defence employees and Canadian Forces Members  Public Service Alliance of Canada ,['victory'],POSITIVE
668,669,OMG JUST NOTICED CANADA WITH THE MULLET ,-,NEUTRAL
669,670,ABC Its funny how tough Justin will berate Trump for his racism but wont stand up to racist xenophobia in Quebec Canada  Quebec recently brought in  legislation that disallows religious headgear in public institutionsFakeOutrageSo Justin - wheres your outrage on this ,"['funny', 'berate', 'racism', 'racist', 'outrage']",NEGATIVE
670,671,- if Neutral Zone doesnt come on line in 2020- if sanctions on Venezuela remain- no new pipelines from Canada Where will the needed additions of heavy crude from This will magnify CrudeQualityMatters ,['crude'],NEGATIVE
671,672,Can ethically challenged also be understood as illegal As in law-breakingCanada is great though love CanadiansFUREY Canadians are decent people  dont let anyone tell you otherwise ,"['great', 'love', 'decent']",POSITIVE
672,673,Talk about skewering the media In some countries this activity would be  considered illegal but not here in Canada it seems Trudeau must go ,['illegal'],NEGATIVE
673,674,We mapped out cumulative spending overshoots of Canadas senior governments since 2000 Their combined overshoots add up to 91 billion  cdnpoli budget ,-,NEUTRAL
674,675,My wife currently in India  is trying to buy diapers from Canada for my kid with spl needs diapers that you dont get in india  Here is a  list of documents needed  nsitharaman narendramodi do you see whats the problem with a country like India  ,-,NEUTRAL
675,676,The CampSL would remain Canadas only passenger railway until 1847Toronto wouldnt see its first steam railway open until 1853 In 1857 the CampSL became the Montreal amp Champlain Railroad The Grand Trunk Railway leased the line in 1864 and purchased it outright in 1872 33,-,NEUTRAL
676,677,Rempels husband only spent 6 weeks in Canada  We know the CPC wants us to be the 51st state amp Rempel is proving just where her loyalties lie Get sick for 6 weeks in the US amp lose your house to pay for itWhy do we elect people with 2 brain cellsamp both of them hate Canada ,"['lie', 'sick', 'lose', 'hate']",NEGATIVE
677,678,LIVE How is Canada doing when it comes to tackling racism With AshaTomlinson ,['racism'],NEGATIVE
678,679,European Council President Donald Tusk I really feel at home here for many reasons Also because in Montreal I didnt hear anyone shouting Send him back  ,-,NEUTRAL
679,680,ITSLIISA philrack PpcYukon OtagoGrad mayoushtak JohnAll63815927 marckovvvvv NewImproved9 DestinyParadigm AllThySons01 HedinBill TheBenKline1 MaelColum DaneMckerness ThedeplorableM AGRichard1 munch289 Charlie55017434 calybo62 palevell thereds8 leighgt jmclennan8 traceitback MarkMe60 magiver1001 anna938 CapersQ RachieBabe079 trishshirlaw PaulSR36855907 RickRed10 grannycindy57 jeffg463 Cherylscotian1 Orkidnut RickClarke2017 Lyndamathews25 sideshowbo JanieStK GayleneSass HaveWeAllGoneM1 SaskLass SusanIverach pat69817036 boysha canadarj nixinixon wendyfanning LDawg05 If Bernier had a chance at the Prime Ministership I would look into PPC more seriouslyI hate that Canada has moved so far to the left I want changes I want a majority government so we have a chance to make them I think Scheer is more conservative then he is showing,"['hate', 'conservative']",NEGATIVE
680,681,Name one Canadian politician standing up like this I dare you Canada This man would be a solid Prime Minister MaximeBernier and the PPCcdnpoli onpoli polqc abpoli ,"['like', 'solid']",POSITIVE
681,682,Twitter At times this piece was incredibly difficult to research and writeHuge thanks to IwriteOK  theviolencepro and zsk for their insight Also to hughesroland for his patience and help along the way ,"['incredibly', 'patience']",POSITIVE
682,683,Why tf does a shipment from Canada have to go to San Francisco to come to Portugal Dont u have fukin airplanes Canada,-,NEUTRAL
683,684,Stop tattling on people smoking weed Toronto police warn in cheeky tweetsMarijuana became legal in Canada on Wednesday and authorities are still trying to get ,['weed'],NEGATIVE
684,685,only in canada ofc americans can get paid directly to their debit credits,-,NEUTRAL
685,686,Ease of Doing Business 20181 NZ2 Singapore3 Denmark6 US7 UK14 Australia18 Canada20 Germany28 Spain31 France34 Japan35 Russia46 Italy60 Turkey72 Indonesia78 China82 S Africa92 Saudi100 India124 Iran145 Nigeria188 VenezuelaWorld Bank,-,NEUTRAL
686,687,Im in Canada for vacay,-,NEUTRAL
687,688,AND YOU HAVE THE NERVE TO ASK WHY WOMEN DONT REPORT This vile headline exemplifies whyExemplary medical student who raped unconscious woman caved to temptation lawyer argues ,"['vile', 'raped', 'temptation']",NEGATIVE
688,689,WyrdChyk cmthomas770 MrAndyNgo itsericathomas We have exactly the same problem in Canada ,['problem'],NEGATIVE
689,690,Do you love Ivana Santilli Hear them on PopCanVibes at  for Canadas Best Beats Listen Like Share,['love'],POSITIVE
690,691,SimsReaper JoelScotia ajsomerset Wrong Canadas regulation is good but could be stronger,"['good', 'stronger']",POSITIVE
691,692,These are same types of CUTS AndrewScheer will make to Canadas Health Care Social Programs CCB CPP etc fordnation ran without policy platform just like AndrewScheer Now look at disaster Fords created in OntarioVOTE liberalparty TO PRESERVE CANADAS SOCIAL PROGRAMS ,-,NEUTRAL
692,693,KNOTTYVOLTS 13Clarity Oh im way past 1200 my chest got i ve been gettin it in even while im in Canada,-,NEUTRAL
693,694,Dont call 911 to complain about an ice-cream truck Peel police say  ,['complain'],NEGATIVE
694,695,I am an Arctic researcher Donald Trump is deleting my citations  Victoria Herrmann Sounds familiar had this in Canada too science should not be political policy needs to be built on Science tisk,-,NEUTRAL
695,696,Best Network quality in all of Canada 1 topqualityinCanada  Fort Saskatchewan Alberta ,-,NEUTRAL
696,697,fordnation celliottability Christine Elliott downplays Premier Fords promise to end hallway medicine in 1 year ResignDougFord CorruptDougFord DougFordLies ,['promise'],POSITIVE
697,698,This trailcam video is guaranteed to get you pumped for the fall whitetail deer rut stealthcam OODMag stealthcam buck doe ottawa ontario canada nature wildlife,"['fall', 'rut']",NEGATIVE
698,699,liked REVIEW Why I love Air Canadas 787 Business Class  -paulwinginit19 JUNE 2019Old Air Canada livery toothpaste blueFRA-YVRBoeing 787-9 AC 841Miles 50209h30mFare originated in Tunis,"['liked', 'love']",POSITIVE
699,700,StephanieCarvin My personal philosophy on Brexit is let them burn  Canada Australia and NZ are not an insurance policy for nostalgic morons It is a cliche but this is the time for tough love on our part,"['burn', 'morons', 'cliche']",NEGATIVE
700,701,yall look its canada shinkai ,-,NEUTRAL
701,702,A historic contender for Canadas top political job ,['top'],POSITIVE
702,703,Iwastheweather Megararagi KrillehW Cause youre from Canada bro,-,NEUTRAL
703,704,Relief in sight for southeastern Canada following weekend heat wave ,-,NEUTRAL
704,705,LISTEN TO WHAT Trudeau  liberalparty JustinTrudeau LPC IS REALLY DOING W ILLEGAL BORDER CROSSERS STOP MANIPULATING OUR LAWS TO FLOOD Canada ILLEGALLY STOP SPENDING MY TAX DOLLARS IRRESPONSIBLY ELECTION2019 ,-,NEUTRAL
705,706,EricSpahn1 KoleBigEars stephenjus DevinNunes Well i am not in mommies basement Next it is all over the news how cali has rolling BLACKOUTS for years Banning natural gas is not the answer  besides cali power does not even come from cali Ever hear of national grid  East coast power comes from canada Put down the pipe,-,NEUTRAL
706,707,Trending in Canada ButtsMustGo I prefer ByeByeButts  - regardless TrudeauIsDone ,['prefer'],POSITIVE
707,708,con season is tough when you live on an island in canada ,['tough'],POSITIVE
708,709,prancingponypod Wonder if it has anything to do with me being in Canada Im sure itll show up soon I see it on YouTube so Ill go that way for now ,-,NEUTRAL
709,710,Happy Canada Day and Gay Pride in Toronto Red White and Rainbows everywhere,-,NEUTRAL
710,711,Canada wants 1 million more immigrants over next 3 years ,-,NEUTRAL
711,712,Canada is turning what used to be the worlds largest coal plant into a solar farm ,-,NEUTRAL
712,713,There are politicians in this country  and Im thinking of one very powerful man in particular  who keep making all sorts of accusations about the good people of Canada that they are motivated by hostile intent and have hate in their hearts ,-,NEUTRAL
713,714,1808 Canada Isle de Montreal Charrette - De Repentiguy Token Breton 535 Ex Rare  Seldom ever offered Open to best offers tokens canadiancoins canadiantokens,['best'],POSITIVE
714,715,lraitt Lisa ADAM VAN KOEVERDEN the Liberal candidate in Milton is coming for your seat in Milton  Hes positive energetic and deeply committed to Canada  You are done,"['positive', 'energetic']",POSITIVE
715,716,Yes We cannot forget that the Conservative Party of Canada is listed as a client of an alt-right group Lets keep that focus ,-,NEUTRAL
716,717,Its a big day for moms and dads Your Canada Child Benefit is going up  so youll have more money to help pay for whatever your kids are up to this summer and all year long ,-,NEUTRAL
717,718,God this is as absurd as his barking about tampons  The man who would  be prime minister of Canada ,['absurd'],NEGATIVE
718,719,This Little Hum-Dinger Was Keeping Watch On The Tipy-Top Of A Sprucehummingbird bird birdsofinstagram nature wildlife photo photography photograph naturephoto wildlifephoto nikon nikonp900 nikonphotograph nikonphotographer manitoba canada meleb ,-,NEUTRAL
719,720,Few industries are expected to generate the green over the long run quite like the cannabis industry With Canada legalizing recreational marijuana in October and two-thirds of the US allowing physicians to prescribe -   ,['like'],POSITIVE
720,721,MarkNorman is a victim of the corrupt justin system in which props up the liberalparty - Canada is officially a  Banana Republic JusticeCanadaEN ,['corrupt'],NEGATIVE
721,722,what countries are on your travel bucket list  i really wanna go to canada australia norway france properly this time ,['properly'],POSITIVE
722,723,Few industries are expected to generate the green over the long run quite like the cannabis industry With Canada legalizing recreational marijuana in October and two-thirds of the US allowing physicians to prescribe -  ,['like'],POSITIVE
723,724,Eastern Canada continues to swelter under extreme heat  ,-,NEUTRAL
724,725,Canada Muslim who stabbed soldiers for Allah wont attend college after all psychiatrist fears hed be attacked ,['fears'],NEGATIVE
725,726,CTVNews This isnt canada,-,NEUTRAL
726,727,AndrewScheer Any vision of Canada that has a place for white nationalists like Hamish Marshall isnt positive Please reconsider the power and platform youve given him,"['like', 'positive']",POSITIVE
727,728,over the last decade the Canadian economy has undergone a massive shift with tech becoming a true economic driver from the Atlantic to Pacific to Arctic OceanCanada has become one of the worlds top-ranked countries for attracting tech talent  ,['talent'],POSITIVE
728,729,HEXO Hexocorp has secured the single largest forward supply contract among LicensedProducers in CanadaBased on HEXOs 20000 kg supply contract with Quebec for the first year post legalizationcannabisnewsDD,-,NEUTRAL
729,730,Brendan ONeill the real danger is if Yaniv wins the case because that would set a precedent whereby the law could require that women must touch penises or risk losing their jobs It would be profoundly misogynisticHes rightBe scared  The SNP think Canada is fabby,"['danger', 'risk', 'losing', 'scared']",NEGATIVE
730,731,JoeBiden Countries with universal health careAustraliaAustriaBelgiumCanadaChileCzech RepublicDenmarkFinlandFranceGermanyGreeceHungaryIcelandIsraelItalyJapanNetherlandsNew ZealandNorwayPolandPortugalS KoreaSpainSwedenSwitzerlandTurkeyUK,-,NEUTRAL
731,732,MichelleRempel Sounds like your American husband really dislikes Alberta or is it all of Canada Luckily its a free country ,"['like', 'free']",POSITIVE
732,733,Little Indian Falls falls hiking explore adventure wild wilderness wanderlust nature naturelovers waterfall beauty canada outdoors traveling love AB ,-,NEUTRAL
733,734,joellestangler IlhanMN 11420 -- America offers to cede the IslamoFascist-dominated state of Minnesota to Canada  Canada declines the offer,['declines'],NEGATIVE
734,735,AccessOSINT OsintCurious Sector035 WebBreacher kirbstr Ginsberg5150 TraceLabs Yep it was great until the kids started a fightIll watch it laterIll definitely try to be part of the next ctf in CanadaNow I just need a team,['great'],POSITIVE
735,736,gmbutts Imagine the Liberals not in power a country and its provinces and people not divided lower taxes election reform tax payer dollars not being shelled to the world like Canadas an ATM a balanced budget and much much more TrudeauMustGo,"['reform', 'like', 'balanced']",POSITIVE
736,737,Im one of many touched by Hodans legacy especially as a young journalist in Canada and the Somali diaspora I wrote about Hodan for the TorontoStar NaagIskaDhig Remembering Canadian-Somali journalist HodanTVs legacy IntegrationTV ,-,NEUTRAL
737,738,Many reports of daylilygallmidge coming in from across Atlantic Canada If you spot this pest or if you dont we would love to know  ,-,NEUTRAL
738,739,Homeless Winnipeg carpenters makeshift house turns heads  ,-,NEUTRAL
739,740,drcadesky alcoholawareness Good to see Vancouver Coastal Health share-Alcohol is carcinogenic-Even if you follow Canadas low risk drinking guidelinesyou will still be at risk for Cancer-Thank you Dr Cadesky for sharing and your leadership for our women and Public Health,['risk'],NEGATIVE
740,741,We need USMCA its a better deal for America Mexico and Canada too ,['better'],POSITIVE
741,742,Georganne Burke CPC strategist in Andrew Scheers campaign A scary lady who wants Trump strategies in Canada ,['scary'],NEGATIVE
742,743, CANADA a total shit hole and the PEOPLE do nothing about it,['shit'],NEGATIVE
743,744,I am not a bot I am a real canadian and Trudeau is by far the weakest and most terrible leader Canada ever has He couldnt run a lemonade stand  TrudeauMustGo ,['terrible'],NEGATIVE
744,745,This from my colleague RalphGoodaleIts incumbent on each of us in the way we live our lives and treat one another to uphold the values that make Canada  despite our lapses  a global example of successful pluralism yeg cdnpoli  ,"['uphold', 'successful']",POSITIVE
745,746,Their names are Supun Nadeeka Ajith Sethumdi and Dinath They are the five refugees still stranded in Hong Kong who sheltered Edward Snowden in 2013 Our mission is to bring them to safety in Canada Learn more about their story at  cdnpoli,-,NEUTRAL
746,747,SeanyG13 Garth2the2ndPwr dawgznyr icaito jdunkftw QTRResearch AOC How many people are in Canada  Also how many illegals sucking off the system,-,NEUTRAL
747,748,LABasedComedian rickygervais Leviticus1918 trustednerd is a mainstream lolcow now that Canada dropped their silly ban,['silly'],NEGATIVE
748,749,flippinfatbears REVALUATION ,-,NEUTRAL
749,750,Imran Khan came to Washington and I was in fucking Canada for no reason,['fucking'],NEGATIVE
750,751,Canada London Australia aviation tyrants amp government bullies censor amp deceive the public when rightly criticised Theft of life amp land from innocent victims Avwar nexus- dictatorpollutor abcadelaide BBCNews 4corners latimes TorontoStar JustinTrudeau ScottMorrisonMP ,"['bullies', 'deceive']",NEGATIVE
751,752,humancanada sighs of relief and starts secretly drinking the maple syrup I stole,-,NEUTRAL
752,753,One night we stayed in this sweet trappers tent that was coolcamp tent outdoors forest woods historical AB canada ,['sweet'],POSITIVE
753,754,Zoinx3 Bet 99of them dont even know where Canada is What a bunch of degentsWe all know Canada rules and its not debatable,['debatable'],NEGATIVE
754,755,CP24 Oh well why UK is crying Smh In my simple understanding Kingdom of Sudia Arabia said no oil for Canada UK and China listened to USA for not getting Iran oil Iran said then no worries I wasnt actually planning to give you my oil And then Iran said my oil for Canada Fair,-,NEUTRAL
755,756,WW2 veteran fighter pilot amp long time NorthVan resident Jack Henderson says the socialist morally relative politicians are letting Canada amp its values slip away Lets get back to living within our means saving for the future amp defending free speech I support Azmairnin ,"['free', 'support']",POSITIVE
756,757,Brexit just keeps on giving ,-,NEUTRAL
757,758,Starting today the CanadaChildBenefit has been raised to keep up with the cost of living so families have more money to help pay for things such as healthy food sports programs and music lessons Find out more about the benefit  ,"['healthy', 'benefit']",POSITIVE
758,759,yannastengos merry123459 AndrewScheer Its more than that Scheers pledge to review new Canada Food Guide challenged by health community Health Minister Ginette Petitpas Taylor who issued a statement that accuses Scheer of spreading lies ,"['accuses', 'lies']",NEGATIVE
759,760,SugarDaddy Im seeking for a serious sugar babe to be spoil with 1500 every week and take good care ofif youre interested like Retweet DM ME ASAP sugardaddyneeded sugarbabyneeded sugardaddytwitter sugarbabytwitter Canada usa  college sugardaddy,"['good', 'like']",POSITIVE
760,761,Opinion Internment and xenophobia isnt how we do things in Canada History says otherwise - The Globe and Mail ,-,NEUTRAL
761,762,The EU should never have become a shackle But is has While our trade with Australia Canada and India was neglected by the British Government and by UK trade associations emphasis was directed towards the slow-growing problematic and chauvenistic EU,"['neglected', 'problematic']",NEGATIVE
762,763,AliNotAlli Well Im in Canadabut will be Hampshire do Though we do border Canada and I can say eh and about and Id taste your beaver Lol,-,NEUTRAL
763,764,Andrew Scheer is a TRUE capital-C Conservative Bought and paid for Zero conviction zero morality and zero fortitude A true pragmatist PLEASE Canada Dont make the same mistake again We know how this will end up so lets PLEASE do something different PPC2019 ,"['morality', 'fortitude']",POSITIVE
764,765,Vancouver easily the nicest city in Canada ,['nicest'],POSITIVE
765,766,Authorities believe Lucas Fowler and his girlfriend Chynna Deese were murdered after their van broke down on the Alaska Highway 20 kilometres south of Liard Hot Springs 7NEWS ,['broke'],NEGATIVE
766,767,Anything south of Canada is the SouthieMaga hat country ,-,NEUTRAL
767,768,Canadas FakeLegalization is the NewProhibitionOne of the many messages I receive At our store and education center in Mississauga we have been selling hemp CBD to patients Yesterday Health Canada came in and confiscated all our products in the store even pet products,-,NEUTRAL
768,769,Rescuers attempt to free right whale tangled in fishing gear off coast of Canada  via GMA,"['free', 'right']",POSITIVE
769,770,Let me tell you something about immigrationI can do that because Im an immigrantHeres the thingIn my two decades in Canada not for 1 minute of 1 hour of 1 day did my white english ass feel like an immigrantBecause it isnt really about immigrationIts about racism,-,NEUTRAL
770,771,AhmadNoorani No you are not allowed to watch it you are only allow to watch imran khan s speach orgnised by ahmadis they sent invitations to all over united states and canada to there community member to bring there families and make this night special,-,NEUTRAL
771,772,Environment Canada says conditions will return to near normal this evening over northern and central Nova Scotia as a cold front crosses these areas,['cold'],NEGATIVE
772,773,Is moving to Canada the move,-,NEUTRAL
773,774,Im seeking for a serious sugar babe to be spoil with 2000 every week and take good care ofif youre interested like Retweet DM ME sugardaddyneeded sugarbabyneeded sugardaddytwitter sugarbabytwitter Canada usa  college sugardaddy sugarbabyserious SugarBabyTwitte,"['good', 'like']",POSITIVE
774,775,Help Me Welcome My Next Speaker Sandra Benaglia Smith From Ontario - Canada We will be speaking on the topic of Destined To Rule amp Reign on Sunday July 21st at 600PM EST TimeSandra Benaglia ,-,NEUTRAL
775,776,fuck u west coast of canada,['fuck'],NEGATIVE
776,777,Environment Canada has now issued a Severe Thunderstorm Warning for Halifax Metro amp Halifax County East The line of strong thunderstorms extends from Fall River to Halifax to Peggys Cove,['strong'],POSITIVE
777,778,Ive about had it with Canada man,-,NEUTRAL
778,779,The US is still a very rich nation compared to Germany Sweden Japan Canada or DenmarkBut that wealth masks some glaring areas where the US looks more dysfunctional than its peers namely construction costs health care and housing affordability ,['rich'],POSITIVE
779,780,Um Sorry for my ignorance but has there been a huge bee population decline the last year in Canada I havent seen any bees at all while watering the plants everyday and walking through the usual field They use to be up in my face all the time Its making me worried ,"['ignorance', 'decline', 'worried']",NEGATIVE
780,781,Happening slowly in Canada as well  Alberta has Swastikas proudly displayed right next to UCP stickers and signs on vehicles  Just pure racism all driven by Conservative greed Nothing more Not land Not Rights Not humane treatment MONEY  cdnpoli ,"['well', 'right', 'pure', 'humane']",POSITIVE
781,782,Why Alberta separatism is the dumbest political movement in Canada today  via nationalpost,-,NEUTRAL
782,783,Had fun talking with AliciaAtout and RefAubrey at IWEProEnjoy the Canada Dry Alicia p ,['fun'],POSITIVE
783,784,The Crooked Trees mystery odd strange woods forest explore adventure outdoors Canada wild wilderness hiking trees nature naturelovers oddnature ,"['mystery', 'odd', 'strange', 'wild']",NEGATIVE
784,785,Sexual harassment complaints soaring amid frat boy culture in Canadas airline industry-The Record ,"['harassment', 'complaints']",NEGATIVE
785,786,Shes almost here PennyworthEpix Premiering July 28th in the US and Canada on EPIXHD  ,-,NEUTRAL
786,787,This was a very cool mysterious location we found The Aspen trees have grown all odd and twisted in this area and no one knows whymystery odd strange woods forest explore adventure outdoors Canada wild wilderness hiking trees nature naturelovers oddnature ,"['mysterious', 'odd', 'twisted', 'strange', 'wild']",NEGATIVE
787,788,Disneys remake of The Lion King sold an estimated 185 million in tickets at theaters in the US and Canada this weekend another hit for the company in a year that has seen its movies dominate the competition ,['dominate'],POSITIVE
788,789,Trudeau is trying to do this in Canada ,-,NEUTRAL
789,790,CTVNews Id rather talk about Michelle Rempels American husband trashing Canada franklyShall we Lets,-,NEUTRAL
790,791,Im in Canada now at my hotel and my legs want to explode ,['explode'],NEGATIVE
791,792,BarackObama UrbanAlliance Ohhh how wonderful to read a tweet with a positive tone Canada misses you too but I think you are missed and needed in every way in the US ,-,NEUTRAL
792,793,Dancing with a Stranger UK  Platinum Australia  3x Platinum Canada  2x Platinum Mexico  Platinum New Zealand  Platinum Denmark  Gold Italy  Gold Spain  Gold Belgium  Gold Colombia  GoldTotal 10 Certifications ,-,NEUTRAL
793,794,PierrePoilievre gmbutts Its time for change Canada has obviously become too large for Ottawa West Canada is success and the last hope for true democracy and freedom,"['success', 'freedom']",POSITIVE
794,795,ICYMI The Council of Canadian Academies has outlined the top 6 climate risks Canada faces climaterisk cdnpoli ,-,NEUTRAL
795,796,Smallville actress Allison Mack pleads guilty to charges related to the NXIVM human trafficking network Cdnpoli Mexico OpNXIVM ParadisePapers  OpCanary ,['guilty'],NEGATIVE
796,797,MichelleRempel If Canada was the USA then after your Twitter comments he would never have to worry about Canada againhe wouldnt be allowed back in,['worry'],NEGATIVE
797,798,Norway reminds me a lot of Canada Maybe thats part of why I love it here so much  ,['love'],POSITIVE
798,799,monicacharley32 melaniejoly CTVNews watched the trailer for birth of a nation the black community should to move to Canadaif that makes kkk ppl stand up the black community is not safe in the USA I born and raised Canadian and some of the violence in just the trailer made me want to cry very different countries,-,NEUTRAL
799,800,Canada does not claim AlinityTwitch,-,NEUTRAL
800,801,MichelleRempel As a person who has experienced both its no contest Canada is better EVERY DAY,['better'],POSITIVE
801,802,We stopped for a look at the whitewater summervacation2019 daddyslittlegirl avasofiacox  Whistler Canada ,-,NEUTRAL
802,803,Canada provides new Air Passenger Protection Regulations Check out latest news ,-,NEUTRAL
803,804,Canada food guide became an issue when Andrew Scheer said he would override it because chocolate milk saved his sons life ,['issue'],NEGATIVE
804,805,If you need a sugar daddy to help you financially I need a trusted sugar baby to keep me company No sexnude Just chat I promise to take care of your needs and lavish lifestyle  Dm or like and retweet to be notifiedsugarbabywanted sugardaddyneeded uk canada ,"['trusted', 'promise', 'lavish', 'like']",POSITIVE
805,806,You know what Sunday means time for a new Canadian history roundup  twitterstorians cdnhist cdnhistory HistoryTeacher cdnpse cdnpoli envhist canada caned digitalhist Genealogy history foodhist,-,NEUTRAL
806,807,TailsWindsFI I never said anything about them not happening What are you even going on about Mass shootings have happened in Canada but not every day Know why- stricter gun laws- no cultural obsession with guns- less violent crime Mass shootings are very American,"['violent', 'crime']",NEGATIVE
807,808,UK trade envoy quits in protest over no-deal Brexit threatening 800m Canada agreementStopBrexit RevokeRemainRebuild ,"['protest', 'threatening']",NEGATIVE
808,809,Canadas oil and gas cleaner better best And how BC LNG could save lives in India In our newsletter  bcpoli resources ,"['cleaner', 'better', 'best']",POSITIVE
809,810,itrulyknowchina They havent gotten the message yet Guess the protesters will get the message across when they flee to Taiwan and Canada,['flee'],NEGATIVE
810,811,CTVNews Canada is not a bastion of individualism and individual rights,-,NEUTRAL
811,812,Newsletter Time is running out for proposed new rules that would require symbols on the front of food packages to alert consumers when a food product is high in salt sugar or saturated fat  KCroweCBC,['fat'],NEGATIVE
812,813,Every neighbourhood for everyoneNow this is what we call leadership Thank you christineeboyle Vancouver councillor wants to see temporary modular housing in single-family areas ,-,NEUTRAL
813,814,It was a very silly idea to enact legislation based on feelings But Canada did just that and now their justice system is being made to look ridiculousLooks like the Scottish Government has dodged a bullet thanks to JoanMcAlpine and other brave MSPs,"['like', 'brave']",POSITIVE
814,815,Were hiring in Milton ON Click the link in our bio to apply to this job and more School Bus Driver - Milton ON at First Student Canada Transportation,-,NEUTRAL
815,816,dwyer93 Canada doesnt speak only English ,-,NEUTRAL
816,817,JeremyDBoreing benshapiro Canadas Sock Puppet In Charge said the same thing on first past the postuntil he won Then he decided to roll back,['won'],POSITIVE
817,818,stassi just sitting here being basic in Ontario Canada ,-,NEUTRAL
818,819,stillgray HumanEvents Come to Canada they said super nice place they said no problems at all they said yeah I believe all that now,"['super', 'nice']",POSITIVE
819,820,Trapped spawning salmon to be flown over Fraser River rock slide in BC  ,-,NEUTRAL
820,821,Maltus - Not Our Weekend  kbradiothp kbindieradio,-,NEUTRAL
821,822,Sami Callihan amp CarolinaHasAGem will be forced to partner up at Fallout THIS SUNDAY in Toronto Canada This event is a TV Taping Be there LIVE TICKETS  ,-,NEUTRAL
822,823,I would opine that if Canadians re-elect the Liberals it will mean Canadians do not care about Canada Surely the destruction sequence will begin in November ,['destruction'],NEGATIVE
823,824,Thank you for speaking up for Canada ,-,NEUTRAL
824,825,Environment Canada has also issued a Severe Thunderstorm warning for Halifax County east of Porters Lake as well as for Guysbrough County,-,NEUTRAL
825,826,Since some of us are asking for a poll35 years old or younger Which do you prefer for your careerRT for Canada Like for USA,['prefer'],POSITIVE
826,827,The Heat Relief Network is not working Ppl are getting kicked off splash pads by police and some of the places listed arent even open When 120 ppl die a year from heat related illness in Toronto we need better than just an online map TOpoli heatwave,"['die', 'illness']",NEGATIVE
827,828,A Historic Contender for Canadas Top Political Job - The New York Times ,-,NEUTRAL
828,829,spikedonline heatherawwood Who are these insane PC nazis in Canada and who supports them Time to stand up and tell them where to go Its becoming insane and if we allow it to pass we will have no one to blame but ourselves for doing nothing To hell with them,"['insane', 'blame', 'hell']",NEGATIVE
829,830,The fact that Splatoon 3 is trending in Canada right now just amazes me even though the series director himself said that its not in development yet ,"['right', 'amazes']",POSITIVE
830,831,We are pleased that the Anti-Racism Strategy is consistent with recommendations made by the OHRC before the Standing Committee including committing to race-based data collection through Statistics Canada Read our letter  ,"['pleased', 'consistent', 'recommendations']",POSITIVE
831,832,6 nights from tonight its the semi-final round of the XSW World Championship Classic IICanadas Douglas Fir takes on Frances Boulangerie while the remaining two American representatives Shawn From Michaels amp Johnny Pop go head to headFear Leads to Hate 726 1030 ,-,NEUTRAL
832,833,If u ve not ported or on ur way to porting to uk Canada or US you are wrong ,['wrong'],NEGATIVE
833,834,GelekB Thank you for sharing your story GelekB Were so glad ViveShelter was part of your journey to safety and stability in Canada,"['glad', 'stability']",POSITIVE
834,835,abgutman go to Canada here in America we use the bad Fahrenheit system just cause,['bad'],NEGATIVE
835,836,BlockedByRempel  She is  a drunk  who needs help  Theres no other explanation to why she hates Canada  this way,"['drunk', 'hates']",NEGATIVE
836,837,glibcf valorthief gnoll110 juliareinstein ianrosewrites Im not going to be in a camp dude I live in Canada I just have empathy for people Im not some soulless fucking ghoul who cries about people not stopping inhumane atrocities in a way that suits my delicate sensibilities,"['fucking', 'inhumane', 'atrocities']",NEGATIVE
837,838,Coming up in August well be on tour with harmsxway JesusPieceHC and portrayalof Well be hitting dates in the midwest all over the east coast and Canada ,['well'],POSITIVE
838,839,lraitt Considering that Stats Canada head resigned under Trudeau govt because of he had no confidence in it - Trudeau should perhaps dont speak about the census,-,NEUTRAL
839,840,2020tsupporters REALSTRONGSOUT1 Htowntrumpgirl VGK29fan VinsandTracey mickitiki AtomicBlonde AylaForTrump CarolMariani1 beaglebaby72 KTHopkins Mdbirdy27 maribellezza absomarvilla DireWolfGrl TeamTrumpTeX SAndricsak Share thisthis is how solid Canada is,['solid'],POSITIVE
840,841,SugarDaddy Im seeking for a serious sugar babe to be spoil with 1500 every week and take good care ofif youre interested like Retweet DM ME ASAP sugardaddyneeded sugarbabyneeded sugardaddytwitter sugarbabytwitter Canada usa  college sugardaddy sugarbabyserious,"['good', 'like']",POSITIVE
841,842,mrussellphoto petertellone How do u find campgrounds In the US there are guidebooks plus road atlases plus u can google some + lots of random driving though knowing you can disperse camp is a huge benefit So how do you do this in Canada I cant find books atlases get mixed reviews dispersed - no,['benefit'],POSITIVE
842,843,Like Id be more prone to accept the Canada is way better than the US trope if actual socialists had prominent positions in a party that has formed the government - as they do in the US - instead of both governing parties being all status quo centrists,"['better', 'prominent']",POSITIVE
843,844,79reasons themadsloth gmbutts Great tweet but we can do more than just imagine a united Canada we can and will make it a reality  DO NOT VOTE LIBERAL,-,NEUTRAL
844,845,StuartSFarquhar pgnelson72 Iainh326 NickBoles To be fair to the Brexit side their goalposts have been changing so drastically and frequently can anyone really keep up with what was the preferred option even just a few months ago Remember Canada Jersey Norway Norway+ EEA EFTA some combination of SM andor CU Phew,-,NEUTRAL
